job_id,job_position,company_name,clean_job_description,city,region,country,post_year,post_month,post_day
3764984857,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,aarhus,middle jutland,denmark,2023,11,14
3812967569,principal data scientist  machine learning (f/m/d),almedia,"Almedia helps leading brands in the digital space to acquire new customers. Via our platforms, users find and test the latest games, apps, and products for rewards. With more than 11 million users since its launch in 2020, our brand Freecash.com is one of the fastest-growing providers and a leader in our industry. Our mission is to provide a win-win experience for both users and advertisers. We are looking for a Principal Data Scientist to join our rapidly growing team in Berlin. Responsibilities Lead the establishment of the organization’s data science discipline and take ownership of the company’s data science strategy Identify high-value ML business opportunities and work with both business and technical stakeholders to realize business benefit Deliver and deploy end-to-end machine-learning models, build measurement plans, learn and iterate to drive results Apply a solid statistical mindset and best practices, in the process of model development, deployment, and evolution Deeply understand the data and customer and business problems, in order to more closely align machine-learning model objectives and develop the best features and models to predict them Collaborate effectively with cross-functional teams, including product managers, engineers, business developers, and user acquisition channel managers Requirements 6+ years of work experience, with at least 4 years of industry experience in developing machine-learning models, and ideally leading projects and small teams Degree in computer science, mathematics, economics, statistics, or other quantitative fields of study Expertise in building, deploying, measuring, and maintaining machine learning models to address real-world problems Strong statistical knowledge (A/B tests, probability, regression) A combination of Python, SQL, and cloud experience is essential Excellent communication skills, with the ability to present complex findings in a clear and concise manner Preference for candidates with backgrounds in ad tech, gaming, or marketing Benefits An opportunity to work in an innovative, high-growth startup that has been profitable from day one Highly competitive compensation package A fast-paced and inclusive work environment in a team of highly motivated professionals Continuous learning and development opportunities Flexible work arrangements and a modern office space in the heart of Berlin",berlin,berlin,germany,2024,1,23
3764983995,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,hamburg,hamburg,germany,2023,11,14
3764983997,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,echterdingen,badenwürttemberg,germany,2023,11,14
3817598289,junior data scientist  automation/machine learning/ai,ingo,"Perché scegliere INGO come esperienza di lavoro? Perché crediamo fortemente che i giovani possano dare un grosso valore aggiunto e abbiamo bisogno delle tue idee brillanti per essere ancora più efficienti Perché siamo flessibili, dinamici, utilizziamo molto lo smart working e abbiamo il week end che dura più di due giorni Perché siamo tanti, ma mai abbastanza per portare avanti tutti i progetti che abbiamo in mente, motivo per cui abbiamo bisogno di te Perché portiamo avanti tante iniziative che hanno un impatto positivo sulla biosfera Perché abbiamo uffici innovativi e lavoriamo in condivisione Perché abbiamo diverse sedi e avrai la possibilità di spostarti e scoprire tutte le nostre realtà Cosa farai? Sarai inserito all'interno dell'area Automation; insieme ai colleghi sviluppatori e data scientist, ti occuperai di analizzare e interpretare dati provenienti da varie fonti per identificare opportunità di automazione dei processi aziendali. Svilupperai modelli predittivi e classificatori utilizzando tecniche avanzate di machine learning e i principali provider di Intelligenza Artificiale. Inoltre, sarai anche responsabile di elaborare analisi statistiche approfondite per identificare tendenze e pattern rilevanti all'interno dei servizi attivati dall'area. Cosa devi avere per lavorare con noi? Laurea o equivalente in Statistica, Informatica, Ingegneria o campo correlato Competenze di programmazione, preferibilmente con conoscenza di Python Esperienza comprovata nel campo dell'analisi dei dati e dell'applicazione di tecniche di machine learning. Conoscenza approfondita dei principi statistici e delle metodologie di analisi. Buona conoscenza della lingua inglese (B2) Eccellenti capacità comunicative e capacità di lavorare in team. L’Eventuale esperienza maturata nell'automazione dei processi aziendali sarà considerata un plus (requisito preferenziale). La nostra sede si trova a Paderno Dugnano , Via I Maggio 13 . L'attività lavorativa verrà svolta in modalità ibrida sede-smartworking. Se pensi di avere i requisiti sopra elencati e credi che l’innovazione tecnologia, il rispetto della persona e l’autenticità delle relazioni definiscano il vantaggio competitivo aziendale, allora, vogliamo proprio te!",paderno dugnano,lombardy,italy,2024,1,15
3764986385,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,amsterdam,north holland,netherlands,2023,11,14
3764987276,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,barcelona,catalonia,spain,2023,11,14
3598181667,junior machine learning engineer,deligo vision technologies,"Deligo is an AI-first company: machine learning is not just an afterthought for us, but it’s at the heart of our product. We build the hardware that solves the customer problem, this allows us to develop a unique and proprietary dataset and build models that drive high-value functionality. Currently we are building visual product recognition for cafeterias. One of the challenges we face is that previously unseen items routinely appear during operation, thus we need to go beyond conventional ML techniques. Today we serve dozens of cafeterias across Europe with an ambition to scale globally and build solutions for other retail use cases. We are a repeat founding team with VC backing. Sounds interesting? Get in touch with us! Your contributions will be: Design with Product Managers computer vision based features that can accurately automate large parts of the contract catering checkout process. Develop scalable and robust computer vision algorithms that support these features. Design data collection and labeling workflows. Document every aspect of our application as a reference for future maintenance and upgrades. Qualifications: What you will need to be successful 2+ years relevant coding experience Strong background in Math and Statistics BSc degree in Computer Science or related field. Strong background in both classical and deep learning based Computer Vision Experience with ML tools and frameworks (PyTorch, TensorFlow) Strong written and verbal communication skills, as you will need to interface with functional leads in our product and sales organizations. Nice to have: MSc degree Prior CV/ML work experience (e.g. automated driving) Prior experience in MLOps, Cloud infrastructure, Few-Shot Learning What we offer: An opportunity to work in a small, multidisciplinary team to build the future of checkout. Joining at an early stage: you will have an outsized impact on the company Competitive salary and options in a small, rapidly scaling company Additional information: A few practical details about the role Start: As soon as you are ready! Location: Budapest or Remote Contract: Permanent contract Compensation: Competitive package based on experience",budapest,budapest,hungary,2023,5,5
3764988182,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,munich,bavaria,germany,2023,11,14
3764989088,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,utrecht,utrecht,netherlands,2023,11,14
3843138582,junior data scientist,n26,"About The Opportunity We are seeking a Junior Data Scientist to build production ready applications. Our Data Science team develops practical machine learning applications to enable innovative and customer-facing product features In This Role, You Will As a Junior Data Scientist, you will have a major impact on our data and modelling landscape and help us leverage the latest technologies to create effective data-driven products Define, create and deliver new machine learning models Work closely with multi-functional product teams and other data scientists to design and maintain scalable data products and pipelines Learn new machine learning approaches and develop your own areas of data science expertise What You Need To Be Successful Bachelor’s or Masters degree with a focus on quantitative disciplines including mathematics, physics, statistics, engineering or computer science First experience in applying data science successfully to business challenges Familiarity with underlying ML algorithms (linear/logistic regressions, decision trees, random forests, gradient boosting machines, neural networks…). Model explainability and interpretability Ability to explain concepts to other colleagues in a simple and clear manner Good programming skills - ideally in Python. SQL querying. Experience with common data science toolkits such as numpy, pandas, sklearn, tensorflow… You are creative, organised, self-motivated and able to drive ambitious data science projects to success from conception through coding to deployment Language skills: English full professional proficiency Traits Actively help yourself (and others) be successful Continuously learn and challenge the status quo Think globally, act locally Strong bias for action Give and receive open, direct and timely feedback What’s In It For You Accelerate your career growth by joining one of Germany’s Top Startup Employers, named by LinkedIn three years in a row 🚀 Personal development budget, discounted public transit pass, German language classes, fitness memberships, childcare services, N26 premium bank card, employee loans, and your choice of a Mac or Windows laptop 26 vacation days per year, with an additional day for each year of service - up to 30 days A high degree of collaboration and autonomy while working with a group of international peers, getting things done attitude, and access to cutting edge technologies Rotating selection of hot and cold drinks and snacks in the office, Friday Celebrations once per month with pizza, wine, and beer, plus a monthly company-wide lunch and learn A relocation package with visa support for those who need it Who We Are N26 has reimagined banking for today’s digital world. Technology and design empower everything we do and it’s how we are building the global banking platform the world loves to use. We've eliminated physical branches, paperwork, and hidden fees for an elegant digital experience and supreme savings. Giving people the power to live and bank their way is what gets us out of bed in the morning and inspires the work that we do. N26 has international offices in Berlin, Barcelona, New York and Vienna. Sounds good? Apply now for this position. N26 is an equal opportunity employer and values diversity. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status or disability status.",madrid,community of madrid,spain,2024,2,29
3764985444,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,berlin,berlin,germany,2023,11,14
3764989081,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,cologne,north rhinewestphalia,germany,2023,11,14
